SampleID,Location,DateTime,DayOfWeek,Temperature,Moisture,Viable counts
MAA_20230709,Maastricht,09/07/2023,Sunday,56.2,74.3,149
MAA_20240216,Maastricht,16/02/2024,Friday,57.3,73,133
MAA_20240215,Maastricht,15/02/2024,Thursday,56.7,74.9,146
MAA_20240126,Maastricht,26/01/2024,Friday,56,75.1,138
AMS_20230513,Amsterdam,13/05/2023,Saturday,56,74.4,146
MAA_20240206,Maastricht,06/02/2024,Tuesday,58.4,74.7,145
AMS_20230413,Amsterdam,13/04/2023,Thursday,57.2,73,140
GRO_20240322,Groningen,22/03/2024,Friday,56.6,74.5,137
UTR_20231109,Utrecht,09/11/2023,Thursday,62.5,76.2,136
UTR_20230629,Utrecht,29/06/2023,Thursday,61.8,76.1,143
MAA_20230402,Maastricht,02/04/2023,Sunday,57.5,75.4,148
AMS_20230701,Amsterdam,01/07/2023,Saturday,57,74,145
AMS_20230705,Amsterdam,05/07/2023,Wednesday,55,74.8,148
AMS_20230808,Amsterdam,08/08/2023,Tuesday,58.9,76,141
AMS_20240302,Amsterdam,02/03/2024,Saturday,58,74.5,145
ROT_20240306,Rotterdam,06/03/2024,Wednesday,57.8,70,139
GRO_20231024,Groningen,24/10/2023,Tuesday,56.8,73.4,148
ROT_20231124,Rotterdam,24/11/2023,Friday,58.6,70.9,131
GRO_20230914,Groningen,14/09/2023,Thursday,56,74.6,147
GRO_20231029,Groningen,29/10/2023,Sunday,56.3,76.6,148
AMS_20230723,Amsterdam,23/07/2023,Sunday,56.4,74.2,145
MAA_20231022,Maastricht,22/10/2023,Sunday,56.9,74.9,146
MAA_20230621,Maastricht,21/06/2023,Wednesday,57.7,76.5,142
MAA_20231217,Maastricht,17/12/2023,Sunday,55.1,76.3,148
UTR_20240224,Utrecht,24/02/2024,Saturday,63.8,74.6,135
UTR_20231128,Utrecht,28/11/2023,Tuesday,62.3,74.9,137
ROT_20230916,Rotterdam,16/09/2023,Saturday,56,70.1,145
MAA_20240217,Maastricht,17/02/2024,Saturday,57.9,74.9,142
GRO_20231211,Groningen,11/12/2023,Monday,56.5,74.8,144
AMS_20230428,Amsterdam,28/04/2023,Friday,57.4,76.5,137
ROT_20231027,Rotterdam,27/10/2023,Friday,57.4,71.8,134
ROT_20230904,Rotterdam,04/09/2023,Monday,56.5,70.8,139
GRO_20230923,Groningen,23/09/2023,Saturday,56.9,76.1,141
MAA_20231210,Maastricht,10/12/2023,Sunday,56,75.3,144
MAA_20231230,Maastricht,30/12/2023,Saturday,58,75.2,144
ROT_20240123,Rotterdam,23/01/2024,Tuesday,58.2,70.7,140
